"hashtag","count","promoted"
"Michael Bolton",1,false
"Cherry Bomb",2,false
"#Veep",1,false
"Francisca",1,false
"#Revenge",3,false
"Harry Crane",4,false
"#NBLFrancisca",4,false
"#NBLGranFinal",1,false
"Lou Holtz",7,false
"John Green",5,false
"Miles Teller",1,false
"Westbrook",10,false
"Phaedra",3,false
"Russell Westbrook",1,false
"#GameofThrones",11,false
"Stephen Drew",1,false
"Russ",4,false
"Buchholz",10,false
"#RHOA",13,false
"Channing Tatum",3,false
"Kandi",1,false
"#SeedsOfYesterday",9,false
"Fernando Rodney",4,false
"LaTroy Hawkins",5,false
"Ted Nolan",8,false
"Alex Guerrero",1,false
"Jordan Spieth",16,false
"#2DaysUntilHandwritten",10,false
"Armenia",2,false
"Paulo Orlando",1,false
"Rickie Weeks",1,false
"George Springer",8,false
"#MTVMovieAwards",22,false
"Trout",5,false
"Peavy",3,false
"Wil Nieves",5,false
"#GameOfThronesSeason5",5,false
"#PORvORL",6,false
"Jesse Hahn",1,false
"Kevin Gregg",5,false
"#fruitykingzayn",3,false
"#MastersSunday",9,false
"Justin Rose",4,false
"Ryan Howard",3,false
"Jonny Gomes",1,false
"#Hillary2016",27,false
"Damion Lee",1,false
"#RottenEggChallenge",22,false
"Bartolo Colon",12,false
"Hillary Clinton",1,false
"Miguel Cabrera",12,false
"Juan Mata",1,false
"#SundayFunday",8,false
"#SundayCandy",2,false
"#MUFC",2,false
"Revis",6,false
"Chelsea",7,false
"#SongFakeFacts",7,false
"Aguero",2,false
"Falcao",5,false
"Quidditch World Cup",21,false
"Man City",8,false
"Joe Hart",1,false
"#WhyImNotVotingForHillary",13,false
"#CatchDrogon",23,false
"Milner",2,false
"Kompany",6,false
"Cesc",5,false
"Face the Nation",9,false
"#SuperSoulSunday",8,false
"John Dickerson",1,false
"#ManchesterDerby",12,false
"#nerdland",4,false
"The Moral Bucket List",6,false
"Fabregas",4,false
"Rob Green",10,false
"Masters Sunday",5,false
"#RevealMariah",8,false
"Courtois",2,false
"Joey Barton",2,false
"Christos Anesti",8,false
"#sunchat",5,false
"#uppers",4,false
"Loftus Road",6,false
"Drogba",8,false
"#ParisRoubaix",14,false
"Nimrud",9,false
"Good Sunday",11,false
"#CUCB2015",4,false
"#RnRRAL",10,false
"#1DIndosiar",4,false
"Hailey",8,false
"#ThingsYouShouldntSayInBed",26,false
"Brandon Jennings",31,false
"Peterson",4,false
"#ChineseGP",10,false
"Abel",26,false
"FKA Twigs",18,false
"Xristos Anesti",4,false
"#EricHarris",63,false
"Zach LaVine",12,false
"Jack White",26,false
"Matt O'Connor",2,false
"Billy Crystal",1,false
"South Centros",1,false
"Harvick",2,false
"Bruins",6,false
"Jamie Benn",14,false
"#FrozenFour",5,false
"#ThereIsNoSexyWayTo",21,false
"Nelly",22,false
"#TarajiOnSNL",25,false
"#PBConNBC",15,false
"#explainyourusername",36,false
