"hashtag","count","promoted"
"#addblartimproveamovie",1,false
"batman vs superman",2,false
"royalty",2,false
"#lipsyncbattle",5,false
"#americancrime",5,false
"lenny cooke",7,false
"brian white",6,false
"#soleman",5,false
"kris bryant",8,false
"ichiro",8,false
"downie",5,false
"#moviequotecombos",2,false
"mrazek",1,false
"datsyuk",1,false
"#scandal",11,false
"#smackdown",8,false
"bryce harper",2,false
"brian boyle",6,false
"#forb",5,false
"wnba",8,false
"#greysanatomy",10,false
"giancarlo stanton",1,false
"brittany boyd",1,false
"let's go rangers",2,false
"#askjack",6,false
"#galasv1",3,false
"ban ki-moon",6,false
"#reasonwhysomeonewouldkillme",19,false
"supporting eye candy",2,false
"lee remmel",6,false
"#thefamchallenge",11,false
"#rockinriousa",11,false
"#redesignedu",2,false
"deesha dyer",5,false
"#bbcdebate",18,false
"kim richards",6,false
"#theforceawakens",25,false
"chewbacca",2,false
"#everydaysexism",2,false
"han and chewie",2,false
"adrian peterson",18,false
"star wars",30,false
"britt mchenry",33,false
"troy kelley",1,false
"#starwarscelebration",2,false
"force awakens",1,false
"#eurofuture",8,false
"#workingfamilychamps",9,false
"#stormtrooper",2,false
"james franklin",1,false
"crystal castles",5,false
"spartan strike",4,false
"calum and luke",4,false
"isner",1,false
"world bank",1,false
"lincoln chafee",11,false
"kylo ren",2,false
"#food4all",9,false
"holocaust remembrance day",1,false
"terran petteway",7,false
"andy slavitt",1,false
"virginia tech",2,false
"ben bernanke",1,false
"tomorrow is friday",1,false
"#emancipationdaydc",14,false
"#powerofnutrition",5,false
"animal kingdom",3,false
"barter 6",41,false
"#nationalhighfiveday",40,false
"antonio gates",1,false
"#globalag",22,false
"beach blvd",1,false
"scott brooks",22,false
"#neverforget",4,false
"north quincy",2,false
"good thursday",9,false
"#dcemancipationday",6,false
"#gccs2015",4,false
"adviser",3,false
"#crapaband",1,false
"#time100",34,false
"cirque",1,false
"monfils",7,false
"good thursday morning",1,false
"#cannes2015",3,false
"traffic alert",8,false
"citadel",18,false
"green line",9,false
"#ashokaatskoll",1,false
"robinson cano",1,false
"#skollwf",17,false
"double ot",1,false
"moscow",8,false
"safaree",1,false
"jj abrams",6,false
"capitol",9,false
"#fightfor15",18,false
"aaron hernandez",18,false
"#taxday",16,false
"meek mill",2,false
"warriors",2,false
"jalen rose",13,false
"crawford",2,false
"#bisonrun",10,false
"spurs",6,false
"preds",3,false
"#askamell",5,false
"nicki",9,false
"marc gasol",1,false
"#blackhawks",12,false
"vamos mexico",3,false
"agudelo",1,false
"pacers",7,false
"thunder",9,false
"#bucciovertimechallenge",4,false
"#nashville",4,false
"anthony davis",14,false
"#bandwiches",36,false
"#catfish",14,false
"paul george",19,false
"#usavmex",26,false
