"hashtag","count","promoted"
"#ValentinoeSrDasTagsFavSDV",1,false
"#PaulaFernandesNoMultishow",1,false
"Yankee Stadium",2,false
"Pangako Sayo Fever",3,false
"#OsExperientes",3,false
"#abc2020",4,false
"#SpaceDough",3,false
"Josh Smith",1,false
"Tim Duncan",5,false
"Coachella",5,false
"CACEROLAZO a MADURO",5,false
"Chase Headley",1,false
"Sérvia",1,false
"Temperley",1,false
"#BringIt",4,false
"Ban Ki-moon",2,false
"Andrelton Simmons",4,false
"Ban Ki-Moon",1,false
"MasOQueEVucoVucoTiw",5,false
"Leia Hush Hush",12,false
"Wade Miley",3,false
"#WeWantFifthHarmonyInBrazil",14,false
"Cerda",4,false
"BECKY WHO",15,false
"LA FAMILIA ROJA NO FALLA",4,false
"Ben Crenshaw",9,false
"#BeyazShow",3,false
"Elena Gilbert Deserves Better",11,false
"#اعفاء_وزير_الصحه",22,false
"Dustin Johnson",4,false
"U Mad",15,false
"Duca",3,false
"Dona Dalva",5,false
"#LEDLT",3,false
"#gogglebox",5,false
"#AskCam3",22,false
"صقر عطيف",1,false
"AKPara BırakmadınÇalaÇala",8,false
"#الوحده_النهضه",8,false
"Jordan Spieth",10,false
"Spieth",1,false
"シドニア",3,false
"#AskKendallSchmidt",14,false
"36 Rafale",5,false
"#BASTACONJUSTIN",35,false
"#FamousPakistaniDialogues",5,false
"SonsuzBirAşk Vizyonda",8,false
"Ganemos",1,false
"デレマス",6,false
"#LOTPAcousticVideo",9,false
"Emiliano Zapata",9,false
"イギー",5,false
"#Cadivazo",23,false
"#1DisFinallyFreeFromModest",34,false
"Cencoex",18,false
"#imas_cg",4,false
"#تويت_كانك_سنه_98",2,false
"송은범",7,false
"#ساعه_استجابه",11,false
"#BuenViernes",6,false
"Modest",6,false
"#NationalSiblingsDay",48,false
"アルジャーノン",12,false
"#NakakaselosYung",4,false
"クレしん",2,false
"メンインブラック",7,false
"#AFLEaglesBlues",3,false
"遊佐さん",6,false
"#SobrangSakit",5,false
"#لو_النت_مش_موجود",13,false
"Lauren Hill",35,false
"Milk Tea",3,false
"しんちゃん",10,false
"#المضياف",10,false
"#اشياء_في_مجتمعنا_لابد_ان_تتوقف",18,false
"ロボとー",17,false
"#CallMeBaby4thWin",13,false
"#BDMELODI_180",5,false
"EXO-CALL ME",3,false
"#يوم_الجمعه",3,false
"ロボとーちゃん",5,false
"이홍기",13,false
"#Gimme5KapamilyaLiveChat",4,false
"نور مابين الجمعتين",5,false
"#BizlerMeclise",13,false
"서건창",1,false
"Dirk Kuyt",7,false
"#Daredevil",14,false
"#AppleWatch",13,false
"#NehruSnooped",2,false
"Hayırlı Cumalar",23,false
"#mexicanschancludos",10,false
"성완종",18,false
"#BlackOutHarmonizers",26,false
"Steph Curry",14,false
"#Traicion",1,false
"イルカ",10,false
"김기춘",5,false
"Richie Benaud",29,false
"Calleri",4,false
"#ZarpadasMisGanasDe",12,false
"#TaNoAr",3,false
"#CatchGG",13,false
"Troy Polamalu",14,false
"#Vertigo",8,false
"#AstronautProblems",21,false
