"hashtag","count","promoted"
"Peterson",2,false
"#explainyourusername",3,false
"JaDine On ShinePilipinas",4,false
"#FicoEmCasaNoSábadoPorque",4,false
"Jamie Benn",5,false
"#FrozenFour",2,false
"Bruins",4,false
"Nelly",7,false
"Danny Garcia",1,false
"#MarioBautista750K",7,false
"#PBConNBC",7,false
"#ArroyoSalgadoConMirtha",9,false
"#ماذا_تقول_لمن_تحب_الان",2,false
"Daddy Lumba",7,false
"Obama y Maduro",5,false
"HIROさん",7,false
"Dark Suburb",1,false
"クローズ",7,false
"#مقتل_عبدالملك_الحوثي",12,false
"Roque Santa Cruz",2,false
"#AskLOX",12,false
"山手線",17,false
"Jerry Sands",6,false
"#ONPC",1,false
"Христос Воскресе",1,false
"妖怪のせい",1,false
"Spieth",1,false
"#L6Nnuevasfuerzas",3,false
"Rogério Ceni",5,false
"#HeyVioletTwitcam",14,false
"Coachella Ella Ella",1,false
"Santi Mina",11,false
"#TheVoice",11,false
"Renato Augusto",2,false
"Tiger",9,false
"Ponte",13,false
"#BGT2015",1,false
"Piqué",3,false
"#SCBPSG",12,false
"ياسر الشهراني",8,false
"#Amici14",26,false
"Neymar",2,false
"U.S. Capitol",1,false
"Evo Morales",1,false
"Sevilla",22,false
"Banega",6,false
"Golazo de Neymar",2,false
"#الهلال_الفيصلي",14,false
"Gayle",1,false
"Parma",11,false
"عامر عبدالله",3,false
"Griezmann",5,false
"#VeganOnions",24,false
"Cristina Fernández",5,false
"#boatrace2015",2,false
"Burnley",11,false
"Kameni",2,false
"Tim Sherwood",2,false
"Raúl Castro",10,false
"#النصر_التعاون",16,false
"#AskLevi",1,false
"Rafael Correa",3,false
"Jesé",3,false
"藤くん",4,false
"#HappySehunDay",16,false
"찬열선배",8,false
"#TOPTVZ",1,false
"#VictoriaEnPanama",22,false
"Chicharito",14,false
"Swansea",1,false
"개자식",14,false
"#AskJoe",2,false
"#YFSFIcons",1,false
"RK OnlyOne Dance Video",2,false
"Nyoy",5,false
"#TipsParaDiMaBored",5,false
"Coleman",1,false
"阿部寛",4,false
"ルフィ",2,false
"ゴムゴム",6,false
"#5YearsSinceHarrysAudition",33,false
"#محمد_الشلهوب_يرزق_ببنت",1,false
"アンドロイド",3,false
"出生率",5,false
"S刑事",6,false
"#CSKvsSRH",3,false
"世にも",10,false
"体育会",7,false
"Ishant Sharma",3,false
"ブラタモリ",3,false
"#MilletceAlkıslıyoruz",11,false
"Jayson Castro",2,false
"Purefoods",4,false
"#لاعب_كبير_في_نادي_صغير",15,false
"#か行で恋人の条件がわかる",17,false
"#GrandNational",16,false
"MyJaps DayOff Ep5",5,false
"SonsuzBirAşk Vizyondaa",2,false
"Yankees",1,false
"Chicser MallshowRequests2015",8,false
"キッド",4,false
"#N1CanalFiesta15",1,false
"#maagdenhuis",4,false
"ヴェルディ",5,false
"#CelebNovels",11,false
"احمد الصالح",1,false
"#や行でバレる性癖",12,false
"Samarinda",1,false
"HDP'ye Oy Vermek",13,false
"코스모폴리탄",1,false
"Jeremy Hunt",5,false
"Sauber",2,false
"음악중심",4,false
"McLaren",5,false
"#さ行で好きな人バレる",24,false
"#CallMeBaby5thWin",12,false
"レッドソックス",1,false
"新井さん",3,false
"#ChineseGP",8,false
"My App Boyfie Is Back",3,false
"#실제_우리_형제의_대화를_말해보자",3,false
"Red Cadeaux",2,false
"#BarackObamaAdoptanos",1,false
"21 Years Of Andaz Apna Apna",6,false
"#XenophobicSA",3,false
"#RedSox",5,false
"Steven Wright",3,false
"Hanley",3,false
"ヤンキース",7,false
"48DaysToGo DARRENat14 MoaArena",1,false
"Porter Robinson",5,false
"Bob Costas",13,false
"#Yankees",6,false
"Big Papi",1,false
"Maradona",5,false
"Raymond Felton",5,false
"CACEROLAZO a MADURO",6,false
"Yankee Stadium",3,false
"Tim Duncan",10,false
"#BASTACONJUSTIN",4,false
"Coachella",2,false
"#あ行でわかる女子力",28,false
"#OsExperientes",10,false
"#WeWantFifthHarmonyInBrazil",12,false
"#ArawMoTo",20,false
