"hashtag","count","promoted"
"#pelicans",1,false
"#xtremeshakespeare",1,false
"double ot",1,false
"#splashbros",1,false
"ventura",4,false
"norris cole",4,false
"ryan anderson",4,false
"yordano ventura",2,false
"tyler johnson",2,false
"#letsgowarriors",3,false
"kevin love",7,false
"jae crowder",2,false
"#mygreatestfearin5words",10,false
"#smackdown",1,false
"robin williams",1,false
"celtics",4,false
"blac chyna",12,false
"#greysanatomy",13,false
"kings father",3,false
"halak",1,false
"evan turner",13,false
"#jacobchat",10,false
"stanley johnson",1,false
"calder",4,false
"anders lee",4,false
"#mattsnewvideo",18,false
"casilla",2,false
"furious 8",15,false
"howie kendrick",7,false
"#cashvsjacks",16,false
"delena are the story",1,false
"#sweepla",18,false
"#girlspowertech",1,false
"time warner",7,false
"alex guerrero",4,false
"bartolo colon",11,false
"time warner cable",8,false
"adam sandler",19,false
"black mass",14,false
"#secdefatstanford",9,false
"eric holder",5,false
"jeremy renner",11,false
"#lorettalynch",26,false
"kevin white",1,false
"#vatorsplashoakland",11,false
"#takeyourchildtoworkday",16,false
"jamba juice",5,false
"#virgindisruptors",18,false
"#manlyhandsoapscents",4,false
"#thoughtofthemorning",9,false
"#girlsinict",1,false
"brittney griner",18,false
"#scs415",7,false
"kawhi leonard",6,false
"al qaeda",1,false
"#salesforcetour",9,false
"#hubble25",8,false
"joe nathan",15,false
"#worldbookday",40,false
"defensive player of the year",1,false
"qaeda",3,false
"dpoy",27,false
"warren weinstein",14,false
"american and italian",1,false
"adam gadahn",12,false
"#actrade",14,false
"chris walker",1,false
"rosie the riveter",2,false
"ed marynowitz",4,false
"new coke",5,false
"petraeus",2,false
"feliz jueves",3,false
"#sbbuk15",10,false
"#nae2015",8,false
"deutsche bank",7,false
"#internetbestfriendday",2,false
"#earthday",8,false
"penn relays",3,false
"new kings rd",6,false
"blake",1,false
"howard dean",12,false
"good thursday",11,false
"plant city",4,false
"#socialmarketing",14,false
"#myidol",10,false
"#tnweurope",9,false
"#dodgers",1,false
"#liamisarolemodel",24,false
"#ebony",8,false
"roberto kelly",3,false
"#beatla",19,false
"jj redick",13,false
"kawhi",16,false
"deandre jordan",7,false
"#shawnswristbands",8,false
"chris paul",7,false
"blake griffin",23,false
"matt barnes",20,false
"#theamericans",1,false
"clippers",2,false
"sonny",3,false
"#getnaughtyboysuspended",35,false
"cheetah girls",6,false
"#catfish",4,false
"jets",4,false
"#madbum",4,false
"spider-man",1,false
"deron williams",3,false
"#oakbudget",1,false
"#octribe",2,false
"#allinbayarea",2,false
"#united26tour",2,false
"aoki",1,false
"kershaw",6,false
"tim duncan",28,false
"#earthin3words",32,false
