"hashtag","count","promoted"
"Harvick",1,false
"#monsterjam",2,false
"Lamont Peterson",3,false
"Jamie Benn",4,false
"#SlateNight",4,false
"Run the Jewels",4,false
"Kershaw",2,false
"Ben Revere",2,false
"Matt O'Connor",1,false
"Bruins",6,false
"#ThereIsNoSexyWayTo",6,false
"Archie Bradley",2,false
"Danny Garcia",1,false
"#PBConNBC",4,false
"Nelly",8,false
"#explainyourusername",4,false
"#MadBum",7,false
"Kid Chocolate",3,false
"Knicks and Magic",2,false
"Zobrist",6,false
"Perry Kitchen",1,false
"Brandon Sutter",6,false
"#FrozenFour",13,false
"Anthony Florentino",2,false
"#AskLOX",15,false
"#Mariners",3,false
"Ike Davis",4,false
"American Pharoah",9,false
"Jenrry Mejia",6,false
"Mejia",1,false
"#Masters",10,false
"Nelson Cruz",6,false
"Jerry Sands",14,false
"Spieth",3,false
"Robyn Regehr",2,false
"Divining Rod",7,false
"Stanozolol",6,false
"#HeyVioletTwitcam",9,false
"Jamal Murray",3,false
"Tiger",9,false
"Barça",3,false
"Sevilla",9,false
"#UFCKrakow",13,false
"Luis Enrique",2,false
"#ReasonIAmNotASuperhero",12,false
"#fcblive",1,false
"Mark Stone",4,false
"#BrownAndProud",29,false
"Neymar",7,false
"Arsenal",5,false
"U.S. Capitol",17,false
"Joe Kelly",10,false
"Parma",2,false
"Raúl Castro",1,false
"#LostRiver",4,false
"#CumbrePanama",4,false
"Spring Game",2,false
"#CumbreDeLasAmericas",6,false
"#VeganOnions",31,false
"Burnley",9,false
"Kevin Hayes",4,false
"Johnny Manziel",7,false
"#CampSearchParty",5,false
"EEUU",5,false
"ISNT IT LOVELY",1,false
"Tim Sherwood",4,false
"Aston Villa",1,false
"Jesé",1,false
"Benteke",1,false
"Sunderland",1,false
"Silas Randall Timberlake",13,false
"Chicharito",7,false
"#AskRyan",13,false
"Jessica Biel",1,false
"Arbeloa",2,false
"Silas Randall",2,false
"Yedlin",1,false
"#NationalPetDay",17,false
"Lewandowski",4,false
"White Hart Lane",4,false
"#PyCon2015",14,false
"Louis in London",2,false
"Swansea",4,false
"Yankees in 19",1,false
"#5YearsSinceHarrysAudition",32,false
"#uppers",1,false
"Race Day",1,false
"#satchat",3,false
"Everton",11,false
"Good Saturday",10,false
"My Cheap Jobs",11,false
"Red Sox",1,false
"#AskCam3",6,false
"#AppleWatch",15,false
"Coachella",25,false
"#Daredevil",19,false
"#PTDTK",19,false
"#powder",4,false
"Yanks",4,false
"#LessFabulousPlaces",4,false
"Omegle",9,false
"The Color of Friendship",14,false
"#NationalSiblingsDay",26,false
"#DoctorWho",13,false
"#racismisNOTajoke",14,false
"Steven Wright",10,false
"Esmil Rogers",11,false
"#BeforeThisGameEnds",11,false
"To the 19th",1,false
"#RedSox",22,false
"#RedSoxVsYankees",1,false
"#MyRefundsEnoughFor",11,false
"Bob Costas",27,false
"#yankeesvsredsox",1,false
"Lincecum",11,false
"Big Papi",1,false
"David Ortiz",5,false
"Aoki",4,false
"#SpaceDough",10,false
"Crawford",7,false
"Raymond Felton",2,false
"#GumGate",1,false
"#GraceShow",1,false
"#abc2020",12,false
"#newHugocategories",4,false
"UCLA",1,false
"James Harden",2,false
"Tim Duncan",4,false
"Canha",19,false
"#NationalSiblingDay",8,false
"#LetsGoOakland",7,false
"Timmy",27,false
