"hashtag","count","promoted"
"isis valverde",3,false
"#amoresroubados",3,false
"eu digo vem vcs dizem topete",1,false
"estudiantes",4,false
"atlético nacional",5,false
"#asknacks",7,false
"marcos oliver",6,false
"#selfieforjacob",1,false
"amores roubados",3,false
"#tododiaédiadostirus",10,false
"vou fazer listinha",11,false
"gabriel xavier",11,false
"mayke",3,false
"diretas já",5,false
"pros",4,false
"#musicaboaaovivo",1,false
"#hermanoteunomultishow",12,false
"mineros",2,false
"#watchbabyonvevo",11,false
"#semgabysemaltoastral",5,false
"#1dnewsinglerecalcada",19,false
"justforyouduca",4,false
"titanic",10,false
"#ausurpadora017",5,false
"xabi alonso",3,false
"#perinanatocadolobo",7,false
"#buyworthitbyfifthharmony",18,false
"champions",4,false
"#twintelepathy",15,false
"#brasilteamaanahi",16,false
"daniel alves",11,false
"barça",1,false
"barcelona",5,false
"porto",10,false
"bayern",17,false
"david luiz",19,false
"neymar",19,false
"camp nou",1,false
"thiago alcântara",1,false
"#askimaginedragons",7,false
"iniesta",1,false
"ibra",2,false
"#gointz",1,false
"gelo",2,false
"bayern x porto",3,false
"barcelona x psg",4,false
"hojetemvagabundonochádasdamas",4,false
"#videoshowcomamandadjehdian",8,false
"escobar",2,false
"#askcrushs",18,false
"lumeldonasdopjb",11,false
"#7anosdeliveinbrasilia",17,false
"#chamemclaraaguilarpaniconapan",7,false
"encontrochamaabrunahamu",9,false
"#2013fandomthrowback",29,false
"#saojanuario88anos",11,false
"felipe melo",4,false
"#cugago",10,false
"#maisvoce",6,false
"#shebadonradio",13,false
"ouro preto",13,false
"#brasilia55anos",1,false
"tiradentes",29,false
"xanxerê",16,false
"parabéns brasília",27,false
"#gauchahoje",6,false
"dia de tiradentes",8,false
"ghost town",2,false
"#askvergonhanacara",6,false
"#tiuwizedaniunidosnofavsdv",1,false
"anastasia",1,false
"redtube",14,false
"laís",1,false
"candece",26,false
"#shotshasvideo",43,false
"#askmsonhos",2,false
"#confissoesdamadrugada",34,false
"tenho 1,54",56,false
"pedro eugênio",14,false
"fernanda montenegro",5,false
"yo digo r tu dices bd rbd",13,false
"""rio""",15,false
"o exorcista",23,false
"#quandobateaquelafome",34,false
"#cqchaters",2,false
"#weallareshots",3,false
"#djskullblondienafabrika",18,false
"#askrola",45,false
