"hashtag","count","promoted"
"shea weber",1,false
"lawrie",1,false
"mike trout",2,false
"#bamastatestyle",2,false
"#graceshow",4,false
"#selfieforcarter",4,false
"paulo orlando",5,false
"#iloveheyvioletbecause",1,false
"#destinationimpact",1,false
"patrick sharp",5,false
"alex rodriguez",7,false
"#sharktank",2,false
"brandon moss",2,false
"isaiah briscoe",6,false
"colin wilson",3,false
"#themessengers",1,false
"backstrom",2,false
"#bringit",8,false
"#spockquestionssonglyrics",12,false
"ubaldo",3,false
"jimenez",3,false
"bartolo colon",12,false
"stephen drew",6,false
"#grimm",6,false
"ben affleck",2,false
"jordan brand classic",2,false
"red bulls",1,false
"#batmanvsuperman",10,false
"juan lagares",5,false
"#proudoflouis",16,false
"grubauer",3,false
"cal clutterbuck",2,false
"donovan mitchell",3,false
"bryant",3,false
"reynosa",1,false
"we want eye candy s2",3,false
"#handwrittenbuyoutsday4",8,false
"#alwayssupportingariana",1,false
"#kamfreestylefriday",13,false
"kareem abdul-jabbar",4,false
"#newjanoskiansvideotonight",5,false
"cozmic one",9,false
"#tgplb",10,false
"johnny kemp",25,false
"#goodtoseeyouzayn",6,false
"#theasianawards",7,false
"#middleschoolerstryalcohol",13,false
"cardinal francis george",7,false
"james shields",12,false
"cardinal george",3,false
"dej loaf",6,false
"#askjenn",5,false
"#starwarsbattlefront",11,false
"dazon ingram",4,false
"#reasonsmylifeisacartoon",15,false
"battlefront",1,false
"italian pm",1,false
"star wars battlefront",2,false
"me u",7,false
"#flashbackfriday",3,false
"matthew mcconaughey",2,false
"don francisco",3,false
"craig berube",12,false
"#aftertastevideo",17,false
"sabado gigante",33,false
"#isoj",12,false
"sábado gigante",1,false
"izzat ibrahim al-douri",4,false
"#stressreliefin4words",42,false
"roberto clemente",1,false
"jadakiss",1,false
"geeta rao gupta",2,false
"#whmeetup",15,false
"jonathan krueger",9,false
"#happybirthdayavi",1,false
"happy friday everyone",9,false
"west blvd",1,false
"riyadh",11,false
"#1yearsincemagcon",11,false
"cilic",3,false
"thornton wilder",2,false
"principals matter",6,false
"#ebolarecovery",5,false
"trade accord",1,false
"music bank",2,false
"university blvd",2,false
"#shawnongma",16,false
"buckman bridge",5,false
"#foxflashbackfriday",11,false
"#canadarm2",2,false
"finally friday",9,false
"#1yearwithoutmagcon",9,false
"graca machel",7,false
"bigbang",2,false
"i-4 eb",3,false
"wave 4",3,false
"#techlondon",4,false
"#fridayfeeling",34,false
"#piratedatingproblems",8,false
"#1yearsincefourseasons",3,false
"#oldmagconmemories",11,false
"aaron hill",8,false
"ducks",14,false
"#lipsyncbattle",14,false
"niall and melissa",42,false
"corey perry",16,false
"tracy chapman",3,false
"unlv",7,false
"#garbageschmovies",4,false
"stephen zimmerman",2,false
"dylan hyde",2,false
"royalty",8,false
"batman vs superman",23,false
"#americancrime",2,false
"#mnwild",13,false
"kris bryant",52,false
"#reasonwhysomeonewouldkillme",23,false
"#scandal",19,false
"#addblartimproveamovie",35,false
