"hashtag","count","promoted"
"One Shining Moment",1,false
"#MyTombstoneIn5Words",1,false
"Frank",1,false
"Coach K",1,false
"Duke",2,false
"Tyus Jones",3,false
"#BetterCallSaul",4,false
"Okafor",5,false
"Kaminsky",6,false
"Quinn Cook",3,false
"JJ Watt",5,false
"Winslow",8,false
"Plumlee",1,false
"Grayson Allen",9,false
"#BlackInkCrew",4,false
"Duke or Wisconsin",1,false
"#TheVoice",2,false
"#DWTS",9,false
"#VoicePlayoffs",1,false
"Frank Ocean",9,false
"Neville",3,false
"Altuve",1,false
"Elena",5,false
"Nina Dobrev",3,false
"#NCAAChampionship",11,false
"Ryback",3,false
"#RAWAUSTIN",6,false
"Rick Porcello",6,false
"#LHHNYReunion",13,false
"Porcello",1,false
"Grilli",2,false
"BRAVES WIN",1,false
"#Reds",4,false
"Dee Gordon",3,false
"Kevin Gregg",1,false
"Mejia",5,false
"#Royals",2,false
"Dave Bliss",9,false
"Hanley Ramirez",1,false
"#GoldenShawnAccessPass",14,false
"Lucas Duda",1,false
"#Dodgers",5,false
"#Mets",9,false
"Seth Smith",5,false
"Marlins",5,false
"Bryce Harper",11,false
"De Aza",2,false
"#RedSox",12,false
"Matt Kemp",8,false
"Mike Trout",17,false
"#Yankees",5,false
"Crystal Palace",8,false
"Hamels",3,false
"Devon Travis",2,false
"David Price",6,false
"Brett Gardner",1,false
"#IOnceDatedSomeoneWho",27,false
"Yankees",5,false
"#BedtimeStoriesTour",12,false
"Tanaka",3,false
"Blue Jays",6,false
"Jose Reyes",6,false
"Phil Hughes",5,false
"JD Martinez",1,false
"Bad Blood",4,false
"A-Rod",8,false
"#AskTylerAnything",7,false
"Alex Rodriguez",3,false
"Jeter",1,false
"Hispanic",5,false
"#friendzone",15,false
"Officer Collier",3,false
"Dikembe Mutombo",5,false
"#NPHW",1,false
"Hostess",1,false
"Dick Bavetta",1,false
"Louie Dampier",1,false
"#powerhouseLA",2,false
"All Hands On Deck",6,false
"Joe Morrow",2,false
"Reasonable Doubt",7,false
"#MusicMonday",13,false
"#ForeverRoyal",2,false
"Judge O'Toole",5,false
"Judy Clarke",1,false
"Championship Monday",9,false
"#BrewersOpener",5,false
"Dr. Greenblatt",4,false
"Twitter and YouTube",6,false
"#GimmeFive",11,false
"""Hispanic""",12,false
"I-85",2,false
"Shebab",1,false
"Groundwater Crisis Grows",7,false
"#OpeningDay",47,false
"Easter Monday",15,false
"#EasterEggRoll",7,false
"Oba of Lagos",7,false
"GABP",2,false
"#MondayMotivation",41,false
"#morningjoe",14,false
"#BFC530",6,false
"Igbos",8,false
"Good Monday",4,false
"Ken Cosgrove",6,false
"Brian Krakow",2,false
"#FifthHarmonySeAutovoto",4,false
"LIAM PASUBO",9,false
"My Sister's Keeper",2,false
"Twenty One Pilots",1,false
"B.A.P.S",7,false
"Daigo",8,false
"Tear In My Heart",3,false
"Lester",3,false
"#GamergateArtCrit",20,false
"#CaptionYourOwnAvatar",17,false
"#Unpopular80sBands",46,false
"Flor",24,false
"Braves",4,false
"Twin Peaks",8,false
"Edward Snowden",60,false
"#RHOA",8,false
"#ADTheSeries",8,false
"Rolling Stone",12,false
"#KidInLoveOniTunes",24,false
"Cubs",11,false
"#BlackGirlsRock",8,false
"#MadMen",19,false
