"hashtag","count","promoted"
"#olympustv",2,false
"leanne wood",3,false
"#24hrinspire",5,false
"banished",3,false
"the vow",7,false
"chewbacca",2,false
"asap rocky",5,false
"sturgeon",1,false
"#bbcqt",9,false
"chewie",3,false
"sophia",6,false
"kane larkin",12,false
"#reasonwhysomeonewouldkillme",14,false
"#venusvsmars",10,false
"#insideno9",17,false
"jo swinson",10,false
"#xfactor",13,false
"douglas carswell",13,false
"piers morgan",1,false
"#celebjuice",5,false
"#meninpubs",21,false
"danny alexander",19,false
"#sixtyminuteslive",1,false
"john pienaar",1,false
"chris jordan",7,false
"#theisland",10,false
"#banished",3,false
"#thefamchallenge",10,false
"sam tomkins",9,false
"#supervet",4,false
"#theforceawakens",5,false
"#bbcelection",1,false
"higuain",2,false
"#slwigwar",6,false
"wolfsburg",20,false
"napoli",5,false
"tamwar",2,false
"coutinho",3,false
"#crazybloggers",4,false
"harrison ford",7,false
"#vampsontour",7,false
"star wars",31,false
"#makeeducationfair",7,false
"jo brand",3,false
"#4wordseasonreview",1,false
"#vuzurichkids",2,false
"#starwarscelebration",4,false
"gary ballance",5,false
"#favoritebamlyric",5,false
"richard desmond",11,false
"pfa player of the year",8,false
"#stormtrooper",4,false
"pfa players",1,false
"poty",15,false
"french navy",2,false
"milan bound",3,false
"#thankyouthursday",4,false
"#crapaband",1,false
"kool kompany",7,false
"lamb or cod",5,false
"#time100",1,false
"#louiselive",10,false
"the govaness",4,false
"music master",3,false
"guess you know",3,false
"#bbcdebate",45,false
"#jacobontourwithr5",4,false
"winter house",4,false
"stephanie frances",5,false
"uri geller",9,false
"kiev",4,false
"federer",1,false
"ken clarke",11,false
"bbc trust",1,false
"gael monfils",3,false
"#hookmeaduck",21,false
"bunny mack",1,false
"#darelukeisnotsexy",11,false
"paul coker",3,false
"ernest saunders",2,false
"rod liddle",14,false
"syrian-born",6,false
"#everydaysexism",35,false
"blukip",2,false
"sir frank williams",1,false
"#charitycontent",4,false
"project cars",1,false
"edgbaston",6,false
"#cannes2015",18,false
"#drnextgen",1,false
"#janner",4,false
"fabio capello",7,false
"#unpopularscarymovies",28,false
"edinburgh south",4,false
"moldova",8,false
"emily thornberry",1,false
"david nicholson",6,false
"#belfastontherise",2,false
"preston park",2,false
"sir oliver popplewell",4,false
"sir david nicholson",5,false
"#callordelete",1,false
"wizard of oz",1,false
"at 8",1,false
"#lordjanner",6,false
"#betteradslogans",3,false
"#schoolplaces",12,false
"#pepsivivalaunch",5,false
"#stylingwithcheryl",2,false
"light dragoons",6,false
"#usmnt",1,false
"lord janner",42,false
"meek mill",12,false
"#batmanvsuperman",24,false
"karen buckley",26,false
"hillsborough",1,false
"porto",2,false
"#bandwiches",29,false
"#chivsnsh",7,false
"klopp",5,false
"#adi2015",6,false
"#stagefest",5,false
"suarez",7,false
"david luiz",12,false
"pelicans",4,false
"dana brooke",1,false
"meek",3,false
"#karenbuckley",5,false
"#usavmex",5,false
"#norubber",2,false
"#dailythoughtsin4words",1,false
"#firstdates",1,false
