"hashtag","count","promoted"
"#bandwiches",1,false
"#bucciovertimechallenge",2,false
"thunder",3,false
"#nashville",3,false
"#blackhawks",3,false
"pels",4,false
"juan agudelo",5,false
"#catfish",5,false
"anthony davis",6,false
"#bowiestrolloff",1,false
"crawford",2,false
"tommy hunter",2,false
"#americanidol",1,false
"habs",1,false
"#usavmex",10,false
"pelicans",6,false
"vamos mexico",11,false
"#usmnt",1,false
"norris cole",4,false
"#idol",8,false
"#gwexcellence",1,false
"subban",9,false
"#survivor",1,false
"don cherry",4,false
"#arrow",11,false
"markov",3,false
"meek",8,false
"#grammysonthehill",10,false
"patty jenkins",8,false
"#yomhashoah",3,false
"#becauseitsthecup",2,false
"mtv we miss george",3,false
"#glitterpoop",1,false
"#capsisles",18,false
"#irsabuse",3,false
"#ateamhotwings",6,false
"green line",10,false
"#gyrocopter",9,false
"#senecawomen",10,false
"david luiz",17,false
"suarez",14,false
"#handwrittenbuyoutsday2",6,false
"barca",4,false
"bayern",20,false
"#obamatownhall",15,false
"porto",8,false
"phil davis",3,false
"wade miley",3,false
"#bigdata",10,false
"capitol",21,false
"#dailythoughtsin4words",28,false
"flash gordon",6,false
"jake allen",3,false
"#1776technet",2,false
"trevor bauer",7,false
"#fddwf",1,false
"brandon spikes",5,false
"casey anthony",7,false
"chiarelli",11,false
"peter chiarelli",2,false
"#stopfasttrack",15,false
"mario draghi",1,false
"ray lewis",6,false
"#faith2endpoverty",9,false
"aaron hernandez",27,false
"politico new york",1,false
"#onebostonday",18,false
"#positivenats",2,false
"tyus jones",5,false
"#shouldcoulddream",5,false
"#rethinkrenewal",1,false
"#jackierobinsonday",2,false
"animal kingdom",2,false
"#amfiscalfuture",2,false
"draghi",2,false
"#freedc",2,false
"hank paulson",2,false
"#taxday",35,false
"good wednesday",2,false
"#skollwf",2,false
"cauca",10,false
"amazing grace",5,false
"#bostonstrong",12,false
"petersen house",2,false
"president lincoln",3,false
"#taxday2015",5,false
"#fightfor15",34,false
"v. stiviano",10,false
"klopp",23,false
"shelly sterling",2,false
"forest lake",7,false
"#ashokaatskoll",8,false
"mewtwo",27,false
"marco rubio",6,false
"#ideaconf15",10,false
"#equalpayday",14,false
"fleetwood mac",12,false
"jalen rose",6,false
"#artofmovingon",7,false
"fernando rodney",17,false
"medicare",2,false
"nolan arenado",25,false
"#5yearssinceniallsaudition",16,false
"#justified",15,false
"pacers",11,false
"#5wordmoneyproblems",29,false
"kevin gregg",4,false
"jae crowder",1,false
"roy hibbert",8,false
"#7daysuntilconnorsbook",3,false
"#findingcarter",3,false
"#wizpacers",3,false
"paul george",19,false
"john wall",10,false
"#fords150",20,false
"#beingmaryjane",28,false
