"hashtag","count","promoted"
"sansa",1,false
"capim cubano",1,false
"espn 2",2,false
"#sebasa900k",2,false
"paulo ricardo",1,false
"fernanda lima",1,false
"#superstar",4,false
"edir macedo",5,false
"chivas",3,false
"raptors",4,false
"recalde",6,false
"independiente",8,false
"macri",9,false
"#andreachat",10,false
"alianza",5,false
"carey price",5,false
"larreta",3,false
"#starttag",12,false
"#اشياء_لاتشتري",3,false
"#5hworthitonrdmas",5,false
"#rhoareunion",11,false
"paul aguilar",5,false
"#rdmaswithjacob",16,false
"nielsen",7,false
"chris paul",3,false
"#extremerules",19,false
"eden hazard",1,false
"#ontopictalkshow",4,false
"jon jones",13,false
"#objetivolampedusa",3,false
"católica",2,false
"#debatesv2",8,false
"austin rivers",10,false
"rafael silva",1,false
"#idolospt",3,false
"cobresal",17,false
"dudu",9,false
"#feministsareugly",13,false
"barnechea",7,false
"#derechoatecho",8,false
"اسلام سراج",3,false
"jr smith",7,false
"celta",19,false
"#sdrol",3,false
"garitano",8,false
"benfica",2,false
"#tatort",8,false
"#tidalfacts",3,false
"perkins",5,false
"#الهلال_الرايد",13,false
"kelly olynyk",1,false
"#abrahammateoqttf",2,false
"#النصر_الفيصلي",21,false
"bundesliga",7,false
"#fattenamovie",2,false
"#blackops3",3,false
"cesc",1,false
"john terry",6,false
"chelsea",18,false
"drogba",3,false
"#esquenta",3,false
"fabregas",1,false
"#ارسنال_تشيلسي",5,false
"michael oliver",4,false
"#thestar11",2,false
"ospina",2,false
"arsenal",3,false
"ramires",2,false
"silent hills",10,false
"#afcvcfc",3,false
"michael pangilinan",2,false
"#나의_울음을_참는_방법",9,false
"valverde",3,false
"#bielnodomingolegal",16,false
"jessy",2,false
"#felizdomingo",3,false
"pirlo",1,false
"carrick",1,false
"man u",8,false
"osasco",7,false
"andrea pirlo",1,false
"#torinojuve",11,false
"melai",8,false
"john stones",1,false
"fellaini",2,false
"#kmjs10",4,false
"everton",21,false
"cahill",2,false
"coutinho",9,false
"rk heads up challenge",1,false
"qtube",1,false
"#bestfandomca2015",50,false
"pfa team of the year",6,false
"イッテ",5,false
"guernica",1,false
"saadetleherkes kazanacak",3,false
"leman sam",2,false
"niall e melissa",17,false
"yenitürkiye yalanrüzgarı",3,false
"#ايقاف_ممدوح_بن_عبدالرحمن",21,false
"#اسم_حلو_من_ثلاث_حروف",19,false
"꼬추크기",17,false
"#marr",9,false
"ナルサス",8,false
"#kendinegel",4,false
"earthquake again",3,false
"mutlu pazarlar",4,false
"joshuaandjane on asap",1,false
"#bigbangmadeinseoulday2",12,false
"とらほー",3,false
"pldt",2,false
"#londonmarathon",32,false
"lelay",3,false
"tranqui con ed",6,false
"#هديه_تتمناها_تجيك",27,false
"asapsummersaya with jadine",6,false
"日本号",17,false
"#ufc186",6,false
"cézar",8,false
"huracán",6,false
"flames",9,false
"sam alves",19,false
"altashorascomrafavitti",12,false
"#klitschkojennings",1,false
"#whcd",14,false
"#larryalovetoremember",30,false
"#globo50",16,false
"#luansantananoaltashoras",15,false
