"hashtag","count","promoted"
"#AstronautProblems",1,false
"#JackJohnsonIsAmazingBecause",2,false
"Bruins",4,false
"The Bulls",1,false
"Anne Hathaway",5,false
"#ChristianPressPlayCT",5,false
"The Heat",6,false
"Troy Polamalu",6,false
"Brendan Smith",1,false
"Michael Beasley",6,false
"Rochelle",12,false
"#GreysAnatomy",12,false
"#Smackdown",10,false
"#askseb",4,false
"Census Bureau",9,false
"#FirstGreysEver",2,false
"#ThingsBetterThanTheIranDeal",12,false
"Richie Benaud",7,false
"Ian Kennedy",2,false
"#askowlcity",3,false
"#WorthItSpotifyPlaylist",7,false
"#RejectedCheesecakeFlavors",20,false
"#ASKCHASE",1,false
"Bobby Hurley",14,false
"Five Guys",1,false
"Stan Hochman",11,false
"Nick Hagadone",1,false
"Jed Lowrie",9,false
"#FrozenFour",22,false
"#MaleNameMusic",11,false
"Jordan Spieth",22,false
"Ernie Els",1,false
"Trevor Bauer",4,false
"Tiger",1,false
"#AskDaredevil",4,false
"Adam Eaton",2,false
"Devin Booker",6,false
"7 Kentucky",6,false
"#SU4T",1,false
"Ian Desmond",4,false
"#AWSSummit",7,false
"Black Ops 3",19,false
"Matt Harvey",17,false
"True Detective",29,false
"#DisneyGossip",18,false
"Orange is the New Black",6,false
"Lincoln Chafee",7,false
"#OITNB",26,false
"#PrayForMamaSwift",38,false
"Big Sean",25,false
"#BadShowerGifts",11,false
"Le'Veon Bell",10,false
"#SalesforceTour",7,false
"LEGO Dimensions",13,false
"#TurnABadThingGood",1,false
"#StandUp4Transportation",21,false
"#atlantaima",1,false
"Lynda",4,false
"#askricky",7,false
"#MNnptech",6,false
"Lego Dimensions",5,false
"Charley Hoffman",17,false
"Listeria",5,false
"Lane Ave",1,false
"#AskMelAndTodd",4,false
"#HarveyDay",10,false
"Name Yourself Day",4,false
"#BFC530",1,false
"Good Thursday",4,false
"Appomattox",18,false
"#TOtakeover",2,false
"#morningjoe",6,false
"#AnimalFacts",22,false
"#R1AllTimeLow",5,false
"Feiden Santana",2,false
"Iran's Rouhani",5,false
"#FridayEve",1,false
"Coca-Cola Field",2,false
"#newthinkingparis",2,false
"Sabra",17,false
"#newthinkingParis",1,false
"#CCWUN",2,false
"#다른남자말고너",7,false
"Tyler the Creator",3,false
"#mexicansconhuevos",3,false
"#SmileRicky",10,false
"Joey Votto",17,false
"Justin and Ariana",25,false
"Lizzie McGuire",23,false
"Herediano",1,false
"That's So Raven",28,false
"Bob Schieffer",4,false
"Gerald Green",6,false
"Cherry Bomb",29,false
"#RBDivasLA",14,false
"iOS 8.3",1,false
"#idol",14,false
"#WhyILove5H",19,false
"#RejectedHobbies",19,false
"Adrian Gonzalez",26,false
"#BirdBands",34,false
