"hashtag","count","promoted"
"イルカ",1,false
"#AstronautProblems",1,false
"#CatchGG",2,false
"#concluEXPRES",4,false
"#TaNoAr",4,false
"#ChapaQuente",3,false
"#ChristianPressPlayCT",4,false
"Bruins",5,false
"Troy Polamalu",6,false
"#askseb",3,false
"Erbes",2,false
"#Vertigo",8,false
"Rochelle",2,false
"#Smackdown",2,false
"Vamos Boca",2,false
"Calleri",11,false
"Marcelo Grohe",1,false
"#RejectedCheesecakeFlavors",3,false
"#ZappingSeLaComeElFandomSeLaDa",8,false
"Novo Hamburgo",3,false
"김기춘",10,false
"#ElRubiusEnTelefe",4,false
"#اشياء_تبطي_عظم_تشوفها",9,false
"#HangoutLuanSantana",14,false
"Richie Benaud",20,false
"#WorthItSpotifyPlaylist",5,false
"Bobby Hurley",8,false
"#bbcqt",11,false
"Booba",11,false
"#FranquismeTV3",2,false
"#CasadosAPrimera6",5,false
"Jed Lowrie",4,false
"#كلمه_لشريك_حياتك",7,false
"#افيه_لهنيدي",2,false
"Jordan Spieth",17,false
"#PERINAISBACK",10,false
"#DaniMartinEH",6,false
"Otamendi",6,false
"#oeufoupoule",7,false
"#الاتحاد_هجر",4,false
"#MilletiKANDIRDINIZ",8,false
"Black Ops 3",18,false
"Conagua",4,false
"Ed Motta",36,false
"80lerinYıldızı ÖzlemBalcı",1,false
"Matt Harvey",2,false
"True Detective",18,false
"#SevgilimYokÇünkü",12,false
"#OnStageWithTheVamps",1,false
"Orange is the New Black",6,false
"#OITNB",12,false
"SAUDADES JELENA",12,false
"#ObamaRepealTheExecutiveOrder",15,false
"ココア",7,false
"#PrayForMamaSwift",45,false
"CPI da Petrobras",2,false
"#اجمل_فرحه_لما",1,false
"Lego Dimensions",1,false
"Arctic Fire",2,false
"#5TAYWITHSMASH",5,false
"#CSKvDD",20,false
"LEGO Dimensions",5,false
"#DearEx",10,false
"Big Sean",27,false
"知念くん",3,false
"#uominiedonne",3,false
"ニーズ",2,false
"#ForevermoreTheProposal",1,false
"#VendaRockinRio",12,false
"우옆엑",17,false
"ジャニーズ",4,false
"単独首位",5,false
"マシュマロ",7,false
"Xavier Vinader",5,false
"まっすー",4,false
"#CallMeBaby3rdWin",12,false
"#tribunale",16,false
"ゼウス",25,false
"#콜미베이비",2,false
"Palazzo di Giustizia",1,false
"지브리 캐릭터",8,false
"Zepp",9,false
"Zepp福岡",1,false
"모의고사",1,false
"#ÇevreyeDevYatırım",2,false
"Trident",7,false
"Fetullahçı Terör Örgütü",12,false
"쿨데레",17,false
"#شعورك_ليوم_الخميس",19,false
"#ひらがなにすると萌えアニメになる",27,false
"마룬5",2,false
"성완종",8,false
"#FelizJueves",10,false
"Michael Fallon",6,false
"#PagSinapakBaKita",28,false
"#MiNiMeGimme5",4,false
"#احمد_الفريدي_رباط_صليبي",1,false
"Justin and Ariana",12,false
"#BielNaMinhaCama",1,false
"#HappyBirthdayGerardWay",7,false
"디디피",7,false
"#BilenYok",12,false
"#mexicansconhuevos",14,false
"#YoNecesitoAlguienQue",2,false
"#JuevesDelClasificadoCABJ",4,false
"América",15,false
"Madureira",1,false
"#MasterChefAr",2,false
"#ConMiFirmaPaLaCumbre",7,false
"Cruzeiro",7,false
"iOS 8.3",6,false
"Herediano",1,false
"Adrian Gonzalez",18,false
"#CelebrityAwards2015",7,false
"River",15,false
"#BirdBands",24,false
