"hashtag","count","promoted"
"#TheyreTheOne",11,false
"#YarmoukCamp",8,false
"#لن_يسقط_اليرموك",28,false
"#MBCTheXFactor",34,false
"#Yarmouk",30,false
"Full Highlights 2015.04.03",55,false
"Dubai",53,false
"Liverpool",57,false
"#Passover",5,false
"happy passover",5,false
"#Irandeal",7,false
"Arsenal",61,false
"Jose Mourinho",34,false
"chag sameach",17,false
"Seder",24,false
"#IranDeal",78,false
"#nabisaleh",24,false
"#NabiSaleh",2,false
"pm netanyahu",36,false
"#אשכנזי_במוסך",38,false
"Chag Sameach",21,false
"hebron",45,false
"kiryat arba",12,false
"#VoteTrisMTV",95,false
"#irandeal",10,false
"Happy Passover",90,false
"#זה_שאינו_יודע_לשאול",70,false
