"hashtag","count","promoted"
"#ibizalovesafrobeats",1,false
"#fantasticfour",1,false
"#potluckdinnerbands",1,false
"#chi2015",2,false
"#shebadatmidnight",6,false
"#covradio",2,false
"#acmawards50",9,false
"cruella",10,false
"tebow",12,false
"happy 420",14,false
"tim tebow",1,false
"burlesque",12,false
"#handwrittengifting",18,false
"#faqinhell",20,false
"mcgill",5,false
"#tipsfornewstereokicksfans",18,false
"#ontopictalkshow",25,false
"fantastic four",26,false
"patrick bamford",14,false
"#flawards",2,false
"channing tatum",1,false
"#todayisdaresundaysday",8,false
"#poldark",21,false
"#motogp",2,false
"#whataretheodds",5,false
"rossi",1,false
"cassper",1,false
"#antiquesroadshow",4,false
"#fortheloveofcars",6,false
"the vow",24,false
"ace ventura",12,false
"rogue one",18,false
"#countryfile",3,false
"liverpool",11,false
"#crafthour",7,false
"pocahontas",4,false
"#samaxxi",17,false
"#askcrofty",1,false
"#register2015",7,false
"hamilton",2,false
"harry kane",4,false
"lamela",6,false
"stevie g",4,false
"joe cole",1,false
"lovren",3,false
"rodgers",8,false
"#coys",13,false
"glen johnson",12,false
"grealish",1,false
"rosberg",17,false
"michael owen",4,false
"gerrard",11,false
"#bahraingp",21,false
"collins",1,false
"#goodlucklouis",17,false
"delph",4,false
"benteke",9,false
"kouyate",1,false
"#bbcf1",2,false
"silva",6,false
"villa",27,false
"inverness",6,false
"steven gerrard",1,false
"alex song",1,false
"navas",5,false
"west ham",10,false
"james collins",7,false
"etihad",5,false
"craig gordon",2,false
"#ictcfc",5,false
"micky adams",1,false
"#wearesorryluke",16,false
"thomas tuchel",7,false
"libya",7,false
"andrew neil",1,false
"#btcc",11,false
"#bbcsp",14,false
"mediterranean",10,false
"chilled af",3,false
"#thearchers",14,false
"vinnie jones",11,false
"#sundaybrunch",1,false
"sunday times",1,false
"tom mccabe",12,false
"shula",3,false
"#murnaghan",10,false
"#bbctbq",7,false
"chavez jr",2,false
"sunday morning",1,false
"lazy sunday",1,false
"#marr",25,false
"#twisto",4,false
"lampedusa",9,false
"#sundayblogshare",8,false
"#marrshow",2,false
"#breaktheshacklesoffear",1,false
"matthysse",3,false
"#greatedinburghrun",1,false
"#shakespearesunday",1,false
"zulus",8,false
"#derby10k",2,false
"match of the day",3,false
"#thinkbigsundaywithmarsha",4,false
"chavez",4,false
"#plymouthhalf",9,false
"tell sid",5,false
"jay rayner",13,false
"#runasicsmcr",2,false
"#lovemesotonumber1",1,false
"lloyds",23,false
"provodnikov",2,false
"wembley",2,false
"#manchestermarathon",23,false
"chelsea",8,false
"#ufconfox15",3,false
"#orphanblack",4,false
"#hospitalamovie",9,false
"reading",11,false
"dinah",2,false
"boiler room",7,false
"machida",9,false
"#askob",1,false
"#crawforddulorme",2,false
"ruslan",7,false
"#ufcnewjersey",8,false
"#chavezfonfara",11,false
"#matthysseprovodnikov",12,false
