"hashtag","count","promoted"
"Brandon Belt",1,false
"Anthony Davis",1,false
"Moriah Jefferson",2,false
"UConn",2,false
"Rahm Emanuel",4,false
"#UConn",1,false
"Pels",1,false
"Pelicans",5,false
"Sens",6,false
"#FindingCarter",6,false
"#BeingMaryJane",6,false
"Finding Carter",1,false
"Halak",3,false
"Cody Martin",3,false
"Kawhi Leonard",6,false
"#AgentsofSHIELD",8,false
"Jewell Loyd",1,false
"Five Nights",3,false
"#MarriedAtFirstSight",4,false
"#RHONY",10,false
"The Devils",2,false
"#Ayotzi43DC",5,false
"#HandwrittenLivestreamEvent",5,false
"#RHOBH",4,false
"Milton Street",6,false
"#Ayotzinapa",1,false
"#FreshOffTheBoat",1,false
"Rays",1,false
"Steve Pearce",6,false
"Mat Latos",14,false
"Bethesda",2,false
"#FaceTimeMeNash",6,false
"#MakeAKidShowSerious",7,false
"#20DaysOfDallas",3,false
"#WalterScott",20,false
"#SchoolPushout",8,false
"Cliff Alexander",9,false
"Casa Blanca",7,false
"#RandPaul",4,false
"Stan Freberg",20,false
"Bethesda Metro",11,false
"#ScotDebates",6,false
"#CowenSachs",10,false
"Deus Ex",8,false
"#ESEA",15,false
"Arrested Development",21,false
"#AllTimeLowMTV",1,false
"State Dept",1,false
"#Pepco",1,false
"Pepco",13,false
"#dcpoweroutage",21,false
"Will Wade",1,false
"#HowIDieInTheZombieApocalypse",3,false
"Torrey Ward",10,false
"HBO Now",19,false
"#housingopportunity",2,false
"Jon Snow",2,false
"Odin Lloyd",4,false
"Red Line",1,false
"#BadChoiceFuneralSongs",24,false
"#CSISLive",3,false
"#ActOnClimate",1,false
"#Mayors4Service",8,false
"Brontosaurus",12,false
"Easter Prayer Breakfast",10,false
"Billie Holiday",15,false
"#wmata",3,false
"#MayaForever",30,false
"James Best",34,false
"Rand Paul",38,false
"NONE OF THE ABOVE",1,false
"Sen. John McCain",1,false
"YouTube Kids",2,false
"#NationalBeerDay",44,false
"Yokai Watch",3,false
"#AlfieOnTM",2,false
"Good Tuesday",11,false
"#BFC530",2,false
"#GMM2",10,false
"New Castle",9,false
"#MexicanProblems",1,false
"Stephen Vogt",1,false
"RIP TVD",5,false
"#Unpopular90sBands",2,false
"#askpiamia",5,false
"Trap House 5",6,false
"#Duke",1,false
"Durham",2,false
"#Nats",1,false
"#NCAAChampionship",7,false
"#OpeningDay",23,false
"#BatesMotel",1,false
"#WorldHealthDay",52,false
"#SFGiants",6,false
"#BetterCallSaul",15,false
"Quinn Cook",9,false
"Kaminsky",5,false
"Winslow",14,false
"#MyTombstoneIn5Words",34,false
"Okafor",15,false
"One Shining Moment",20,false
"Tyus Jones",20,false
"Bo Ryan",19,false
"Grayson Allen",33,false
"Duke",35,false
