"hashtag","count","promoted"
"josh smith",1,false
"#depressingtvreboots",1,false
"rondo",2,false
"chivas",1,false
"#dcrising",4,false
"jon jay",4,false
"#findingcarter",1,false
"#rickychat",6,false
"otto porter",3,false
"#agentsofshield",2,false
"drew storen",2,false
"john wall",7,false
"#asknacks",8,false
"#dancemoms",1,false
"#selfieforjacob",8,false
"ian desmond",1,false
"#iflovingyouiswrong",1,false
"bradley beal",10,false
"#voicesaverob",3,false
"raptors",7,false
"#rdmapartywithjacob",4,false
"kevin love",2,false
"#theflash",5,false
"chyna",1,false
"tom wilson",6,false
"waka flocka",6,false
"#rockthered",1,false
"blac chyna",6,false
"cavs",6,false
"#acdisrupt",3,false
"waka flocka flame",3,false
"rose garden",4,false
"#freetickettuesday",2,false
"charles koch",7,false
"#iheartshawnmendes",9,false
"#twintelepathy",12,false
"james joint",15,false
"neymar",5,false
"porto",18,false
"bayern",16,false
"david luiz",8,false
"iniesta",3,false
"nascar",4,false
"#ewa15",9,false
"#fincapworks",4,false
"#internetbestfriendday",33,false
"tegna",3,false
"steve byrnes",15,false
"#ruinthepartyin5words",25,false
"john geer",6,false
"michele leonhart",4,false
"#innovate4ebola",3,false
"derryck thornton",1,false
"kenny bayless",4,false
"#nhsschat",8,false
"#10mostcensored",2,false
"#conflictcuisine",7,false
"#g4c15",1,false
"#confirmlynch",21,false
"#stateofrace",1,false
"floyd",6,false
"#2013fandomthrowback",3,false
"celeste corcoran",4,false
"caris levert",7,false
"coach of the year",8,false
"loch ness monster",1,false
"sandy kress",1,false
"wet dreamz",19,false
"#2015wca",8,false
"jack jennings",4,false
"mike budenholzer",4,false
"gulf of aden",2,false
"nate solder",3,false
"morsi",3,false
"#cteast15",13,false
"américas",3,false
"#march2justice",13,false
"#g4l15",12,false
"#investinkids",10,false
"abu bakr al-baghdadi",6,false
"1.5 million missing black men",7,false
"#shebadonradio",6,false
"#makeamericantvshowsbritish",11,false
"becoming jinn",5,false
"bishop robert finn",4,false
"heather mack",2,false
"#describeyoursexlifeinatvshow",30,false
"david brock",3,false
"john major",4,false
"baps",1,false
"good tuesday",7,false
"#happy420",12,false
"#kyliejennerchallenge",14,false
"pulitzer",21,false
"#bostonmarathon",23,false
"#warriors",3,false
"#jadasaid",2,false
"#bulls",2,false
"charles barkley",8,false
"full house",56,false
"stevie j",3,false
"klay thompson",11,false
"norris cole",12,false
"addison russell",25,false
"#southerncharm",9,false
"eric gordon",14,false
"winnipeg",3,false
"#askethanandgrayson",2,false
"#bluelikehalsey",10,false
"blue bell",14,false
"#dwts",6,false
"bryan price",17,false
"#420regrets",33,false
"jimmy butler",13,false
"#lhhatl",31,false
