"hashtag","count","promoted"
"são paulino",1,false
"mendoza",1,false
"#favqsigocomsrapeppaeviciados",2,false
"são jorge",3,false
"morumbi",4,false
"guarani",4,false
"centurion",4,false
"luis fabiano",6,false
"#united26tour",7,false
"cássio",8,false
"arthur maia",5,false
"emerson",7,false
"hudson",2,false
"toloi",4,false
"bob faria",1,false
"são paulo x corinthians",2,false
"queremosmikanatvcapricho",1,false
"#vaipracimadelastimao",11,false
"welcome to brazil nina dobrev",1,false
"atlético mineiro",2,false
"#sinfronterasreloadedtour",9,false
"rafael carioca",8,false
"senna",5,false
"colo colo",7,false
"#euacreditospfc",10,false
"definaisabellas",5,false
"lucas pratto",4,false
"#flynouol",6,false
"olhaoqueoamortefazcobrade",2,false
"#dinahdefensesquad",21,false
"the strongest",6,false
"#jadeyouaregoodenoughtous",7,false
"#whenyoureboredoversummer",4,false
"juventus",1,false
"perinafechacomjoanca",9,false
"oblak",5,false
"#ausurpadora018",9,false
"arda turan",4,false
"chicharito",18,false
"real madrid",19,false
"real x atlético",1,false
"mikanococacolafestival",11,false
"sergio ramos",3,false
"atleti",1,false
"vamos real",1,false
"monaco x juventus",1,false
"#selectionmovie",33,false
"#obrigadoportudoluanrafael",1,false
"ghost",12,false
"daniel carvalho",1,false
"#whereareunow",24,false
"photograph",12,false
"#keferanopanico",12,false
"cadebrunahamunoencontro",8,false
"sandra bullock",27,false
"descobrimento",1,false
"domingos montagner",2,false
"há 515",4,false
"#precarizanao",15,false
"#mateumanimal",13,false
"#5hnewsinglexotadeouro",36,false
"pedro álvares cabral",6,false
"alcaçuz",6,false
"#hojeclipecabelosdealgodaofly",42,false
"#callmebaby12thwin",4,false
"dia de inter",6,false
"#gauchahoje",10,false
"hoje tem corinthians",34,false
"porto",1,false
"bayern",6,false
"anaheim",2,false
"grupo bandeirantes",3,false
"#felizdiadofavqtesigo",20,false
"bruce jenner",13,false
"salvos por um clipe",1,false
"cauã reymond",4,false
"i say trouxa you say ""eu""",52,false
"gringas q se preparem",7,false
"ele é careca - eu fui",1,false
"#tirusday",74,false
"#victeiroresponde",23,false
"dia da terra",59,false
"atlético nacional",4,false
"vou fazer listinha",6,false
"gabriel xavier",10,false
"isis valverde",12,false
"estudiantes",14,false
"#dulcemarianothenoite",29,false
"#tododiaédiadostirus",5,false
"#amoresroubados",8,false
"#asknacks",21,false
"#1dnewsinglerecalcada",13,false
