"hashtag","count","promoted"
"netanyahu",23,false
"jewish",6,false
"#shotsupdatenextweek",25,false
"high court",39,false
"#neveragain",6,false
"europe",41,false
"#stylingwithcheryl",42,false
"#neverforget",5,false
"#holocaustmemorialday",17,false
"hebrew",9,false
"#holocaust",5,false
"nablus",13,false
"hamas",51,false
"#yomhashoah",35,false
"congress",50,false
"palestinian",8,false
"jews",2,false
"#clothespinchallenge",26,false
"#israelmemories",31,false
"putin",51,false
"#5yearssinceniallsaudition",85,false
"pm netanyahu",43,false
"west bank",40,false
"maccabi tel aviv",2,false
"welcome to israel",2,false
"maccabi haifa",37,false
"worth",46,false
"#whatsonmyphone",10,false
"#motavatormonday",29,false
"#tedxjrslm",29,false
"s-300",12,false
"#guess1dfifthalbumtitle",52,false
"#israelmissjb",78,false
