"hashtag","count","promoted"
"clippers",2,false
"#wwhl",2,false
"nick jonas",4,false
"kenny chesney",4,false
"#shebadatmidnight",5,false
"cole swindell",1,false
"#madmen",6,false
"rascal flatts",1,false
"#secretsandlies",2,false
"#bloodsweatheels",5,false
"jason aldean",9,false
"luke bryan",7,false
"#demthrones",11,false
"beno udrih",2,false
"martina mcbride",4,false
"nelson cruz",3,false
"#onceuponatime",5,false
"send me emojis",15,false
"#rhoa",12,false
"#theoriginalhigh",2,false
"lebron",3,false
"tim tebow",16,false
"deron williams",4,false
"hawks",9,false
"mark sanchez",2,false
"tebow",4,false
"the hawks",1,false
"#acmawards50",21,false
"#potluckdinnerbands",5,false
"#handwrittengifting",14,false
"#faqinhell",12,false
"joe johnson",5,false
"#handwrittenbuyoutsday6",6,false
"jr smith",6,false
"kyrie",13,false
"evan turner",7,false
"#whataretheodds",15,false
"kyrie irving",3,false
"ryan zimmerman",4,false
"#bucciovertimechallenge",3,false
"cavs",8,false
"kevin love",7,false
"fantastic four",5,false
"isaiah thomas",14,false
"#byrnesstrong",2,false
"celtics",12,false
"islanders",2,false
"holtby",2,false
"#capsisles",13,false
"josh trank",1,false
"rogue one",11,false
"#nascar",3,false
"gareth edwards",1,false
"#fakesuperherofacts",18,false
"cespedes",4,false
"#bsidessf",1,false
"jim furyk",9,false
"#isles",6,false
"#freddiegray",10,false
"#victorybrunch",11,false
"#apa15",1,false
"game 3",4,false
"aston villa",9,false
"tim sherwood",6,false
"gerrard",8,false
"#supersoulsunday",7,false
"villa",5,false
"#agr2015",7,false
"denard span",3,false
"coutinho",3,false
"team tomlinson",2,false
"#goodlucklouis",18,false
"#wearesorryluke",3,false
"liverpool",17,false
"michael taylor",6,false
"david silva",2,false
"yeah im really small",1,false
"#aacr15",13,false
"#okcbombing",10,false
"west ham",8,false
"good sunday",11,false
"ethiopian christians in libya",5,false
"mediterranean",23,false
"joe hart",1,false
"#fitn",7,false
"celebrity crush",7,false
"#wizraptors",14,false
"provodnikov",2,false
"#dcrising",5,false
"#nbaplayoffs",22,false
"seventeen again",1,false
"jake t. austin",1,false
"abel and kanye",10,false
"jake t austin",1,false
"harden",3,false
"rockets",2,false
"john wall",27,false
"#globalcitizenearthday",30,false
"paul pierce",31,false
"#rockhall2015",12,false
"#rockets",2,false
"#toonami",19,false
"put it up",23,false
"#shotsupdate",1,false
"#ufcnewjersey",3,false
"#orphanblack",5,false
"#lillyfortarget",52,false
"#mynightmare",9,false
"dirk",10,false
"#jacobontourwithr5",9,false
"dwight howard",3,false
"jason terry",8,false
"chavez jr",9,false
"mavs",9,false
"rondo",16,false
"corey brewer",9,false
"#matthysseprovodnikov",20,false
