"hashtag","count","promoted"
"#revenge",2,false
"nick jonas",4,false
"clippers",4,false
"#madmen",4,false
"kenny chesney",4,false
"cole swindell",1,false
"#shebadatmidnight",6,false
"rascal flatts",1,false
"#mowsfgala",4,false
"#bloodsweatheels",1,false
"jon snow",8,false
"martina mcbride",3,false
"jason aldean",7,false
"luke bryan",7,false
"beno udrih",2,false
"#onceuponatime",2,false
"#rhoa",12,false
"nelson cruz",5,false
"deron williams",4,false
"hawks",7,false
"#theoriginalhigh",2,false
"#lisvps",7,false
"#potluckdinnerbands",2,false
"#acmawards50",20,false
"tim tebow",20,false
"#indycar",1,false
"#handwrittengifting",19,false
"#faqinhell",18,false
"joe johnson",9,false
"#blackhawks",1,false
"royals",12,false
"#handwrittenbuyoutsday6",5,false
"kyrie irving",11,false
"#royals",2,false
"evan turner",3,false
"lebron",3,false
"kyrie",3,false
"#whataretheodds",14,false
"kevin love",8,false
"#fakesuperherofacts",14,false
"celtics",9,false
"isaiah thomas",14,false
"cavs",16,false
"tyler zeller",1,false
"fantastic four",1,false
"islanders",2,false
"rogue one",17,false
"holtby",1,false
"josh trank",4,false
"cespedes",4,false
"#sundayfunday",13,false
"#wearesorryluke",7,false
"#bsidessf",19,false
"jim furyk",11,false
"rodgers",3,false
"#nascar",11,false
"aston villa",6,false
"tim sherwood",7,false
"liverpool",13,false
"how high",1,false
"glen johnson",3,false
"#bahraingp",7,false
"mediterranean",1,false
"#goodlucklouis",19,false
"gerrard",10,false
"villa",7,false
"benteke",4,false
"coutinho",2,false
"team tomlinson",2,false
"david silva",4,false
"yeah im really small",2,false
"#clifrunsboston",15,false
"ethiopian christians",7,false
"james collins",3,false
"thomas tuchel",1,false
"west ham",11,false
"tornado watch",1,false
"good sunday",14,false
"ethiopian christians in libya",6,false
"joe hart",5,false
"forefront of worldwide changes",2,false
"paul pierce",1,false
"#warriors",11,false
"chrianna",1,false
"chavez jr",2,false
"#sfgring",3,false
"#dubnation",22,false
"jakob silfverberg",1,false
"celebrity crush",8,false
"provodnikov",3,false
"#recordstoreday",26,false
"#nbaplayoffs",29,false
"seventeen again",2,false
"lou reed",2,false
"jake t. austin",1,false
"bill withers",4,false
"abel and kanye",10,false
"jake t austin",1,false
"dwight howard",1,false
"harden",2,false
"anthony davis",27,false
"rockets",1,false
"heston",1,false
"bruins",1,false
"zach",7,false
"put it up",27,false
"#lillyfortarget",54,false
"#orphanblack",3,false
"dirk",9,false
"rondo",14,false
"corey brewer",13,false
"mavs",12,false
"#matthysseprovodnikov",13,false
"#mynightmare",22,false
"#chavezfonfara",12,false
"#hospitalamovie",20,false
"#jacobontourwithr5",23,false
"chris heston",13,false
