"hashtag","count","promoted"
"kawhi leonard",2,false
"perez hilton",1,false
"#whereiwaswhenzaynquit",3,false
"#dcrising",3,false
"paul pierce",1,false
"wendy williams",5,false
"otto porter",1,false
"the truth",1,false
"#cuffmedanny",3,false
"khloe",3,false
"dirk",5,false
"monta ellis",3,false
"#backitup",2,false
"dan boyle",1,false
"jared leto",4,false
"corey brewer",1,false
"#bringit",10,false
"jason garrett",6,false
"#summerreflection",8,false
"#brucejennerabc",9,false
"joker",12,false
"#sharktank",4,false
"drew gooden",6,false
"lundqvist",1,false
"#radioparty",2,false
"#jbfa",2,false
"bruce jenner",4,false
"game 3",1,false
"#prom2k15",1,false
"#whcdwiththehill",2,false
"jj barea",1,false
"#grimm",5,false
"bryan stevenson",5,false
"richard jefferson",2,false
"#5kfridays",3,false
"raymond felton",5,false
"verizon center",2,false
"vezina",3,false
"#greta",4,false
"#executiveactions",1,false
"josh hamilton",16,false
"cecily strong",5,false
"#saysomethingniceabouthillary",27,false
"frank miller",19,false
"prince of pop",7,false
"#ericholder",1,false
"#flashbackfriday",17,false
"#awkwardgreetingsin5words",24,false
"#sabeenmahmud",25,false
"statue of liberty",19,false
"malik newman",12,false
"#exim2015",4,false
"tom's diner",26,false
"#titleix",1,false
"diet pepsi",4,false
"#applewatch",3,false
"debby ryan",2,false
"#explorenewamerica",22,false
"buddy hield",5,false
"#cdacmtg",1,false
"blue ivy",32,false
"gary bettman",4,false
"richard corliss",20,false
"#cbodn15",3,false
"state of the union",13,false
"armenian",1,false
"#arborday",36,false
"#fridayreads",19,false
"shonda rhimes",1,false
"ex-im",6,false
"justice dept",3,false
"happy 25th",7,false
"#creativitycon",21,false
"#tellpearson",6,false
"danzig moon",2,false
"time warner cable",10,false
"t.g.i.f",1,false
"michael lewis",3,false
"#nerdprom",16,false
"juve",2,false
"#ourocean",8,false
"sawyer sweeten",2,false
"barca vs bayern",1,false
"juventus",6,false
"#westfieldstagecollapse",4,false
"camp nou",2,false
"real madrid vs juventus",2,false
"finally friday",9,false
"speights",1,false
"monty williams",3,false
"everybody loves raymond",17,false
"#takeyourchildtoworkday",13,false
"#earthday",12,false
"#worldbookday",18,false
"loretta lynch",20,false
"#dentistafilm",2,false
"#scandai",1,false
"pels",1,false
"milika",9,false
"#selfiepolice",7,false
"harrison barnes",3,false
"draymond green",12,false
"anthony davis",20,false
"eric gordon",1,false
"warriors",15,false
"#xtremeshakespeare",38,false
"golden state",2,false
"pelicans",4,false
"steph curry",29,false
"evan turner",1,false
"blac chyna",1,false
"#americancrime",11,false
"yordano ventura",21,false
"#jacobchat",7,false
"#mattsnewvideo",11,false
"#mygreatestfearin5words",1,false
"derrick rose",7,false
"ryan anderson",7,false
"#greysanatomy",37,false
