"hashtag","count","promoted"
"Suns",1,false
"Peavy",2,false
"Michael Irvin",3,false
"Wade",1,false
"Shaka Smart",4,false
"#designnight",4,false
"T Park",1,false
"Tristan Thompson",1,false
"Joplin",3,false
"Orbit Room",8,false
"Purple Rain",2,false
"#FREEJackAndJackGame",10,false
"#Scandal",11,false
"#AprilFools",7,false
"James Jones",7,false
"Cassandra Brown",8,false
"#hxr2015",2,false
"Kevin Pangos",2,false
"#CollegeSLAM",2,false
"#SelfieForBren",1,false
"Josh Freeman",10,false
"#Warriors90sNight",21,false
"Amber Rose",22,false
"#RisingStar",13,false
"The Demo",1,false
"#IranDeal",21,false
"#HoodBasketballRules",1,false
"Iran",4,false
"Full House",25,false
"Ness",15,false
"#5SOSPLAYTOKYO",23,false
"Jealous",5,false
"GameStop",6,false
"#QBOChat",5,false
"#leadersdebate",18,false
"John Kerry",1,false
"Kenya",13,false
"#AddBunnyToAMovie",10,false
"Tom Cotton",2,false
"RIP Harry Styles",11,false
"Amy Winehouse",4,false
"Winnie the Pooh",20,false
"Cuba",3,false
"#WorldAutismAwarenessDay",2,false
"#SJPD",4,false
"#ThingsJesusNeverSaid",10,false
"#IranTalks",12,false
"#GoogleDemoDay",8,false
