"hashtag","count","promoted"
"#nepal",2,false
"#palestinian",25,false
"#nepalearthquake",21,false
"chelsea",46,false
"#larryalovetoremember",47,false
"nepal",31,false
"#bestfandomca2015",54,false
"united hatzalah",3,false
"manchester united",27,false
"#citimobilechallenge",18,false
"a-tur",48,false
"israelis",59,false
"#whereiwaswhenzaynquit",45,false
"#nepalquake",26,false
"southampton",8,false
"armenian",17,false
"bruce jenner",32,false
"syria",64,false
"#המטההמרכזי",62,false
"pm netanyahu",64,false
"east jerusalem",95,false
"#ruinaromanticmomentin4words",15,false
"#mbcthexfactor",70,false
"#angrywords",15,false
"#القدس_تنتفض",56,false
