"hashtag","count","promoted"
"mike trout",4,false
"#selfieforcarter",4,false
"paulo orlando",5,false
"cruz azul",5,false
"#milganasde",5,false
"donatti",1,false
"isaiah briscoe",1,false
"alex rodriguez",3,false
"#bucciovertimechallenge",4,false
"ben affleck",1,false
"cobresal",2,false
"rbd eu te amo",8,false
"#brazilneedsfifthharmony",14,false
"#هتعمل_ايه_لو_قفلوا_تويتر",5,false
"#proudoflouis",14,false
"hospital posadas",4,false
"we love hush hush",19,false
"#كن_جري_واكتب_اسم_منطقتك",10,false
"#explicameporque",20,false
"#الازهري_بحيري_الجفري",16,false
"reynosa",21,false
"#beyazshow",4,false
"#cabenamini",8,false
"#siirti̇cinayagakalk",2,false
"jason holder",6,false
"lobão",4,false
"#newjanoskiansvideotonight",4,false
"gran torino",14,false
"boro",2,false
"#gogglebox",4,false
"#fcnom",1,false
"jimmy anderson",2,false
"con sergio celli a la par",1,false
"#هيا_تعال_ندعسك_ياهلال",10,false
"ابو كارولينا",5,false
"o zayn ta careca",1,false
"#askthevamps",5,false
"efes",5,false
"الفوز الليله",2,false
"فهد المولد",10,false
"حسين عبدالغني",1,false
"#theasianawards",28,false
"عامر عبدالله",1,false
"talicksnaradiocidade",3,false
"#الهلال_الاتحاد",29,false
"asian awards",4,false
"ابو عمر",1,false
"#توقع_نتيجه_الهلال_والاتحاد",1,false
"#stressreliefin4words",15,false
"#النصر_هجر",18,false
"#happyjessday",2,false
"アニマス",5,false
"sábado gigante",30,false
"#aftertastevideo",15,false
"ferrer",1,false
"#mivscsk",4,false
"#ساعه_استجابه",10,false
"gabriel garcía márquez",14,false
"メイメイ",4,false
"復活のf",6,false
"#buenviernes",7,false
"#forevermorekryptonite",1,false
"ブルマ",5,false
"羽生くん",4,false
"ベジータ",6,false
"#demiworldtour",24,false
"i̇dris naim şahin",4,false
"#shawnongma",12,false
"#내가_페티쉬를_느끼는_것들",11,false
"コナン",21,false
"#fridayfeeling",1,false
"#المضياف",3,false
"malatyadai̇kinci yarıbaşlıyor",6,false
"#callmebaby9thwin",8,false
"waiting for pangako sayo",3,false
"#pelisconrato",4,false
"アニサマ",6,false
"#callmebaby8thwin",5,false
"نور مابين الجمعتين",12,false
"turgut özal",9,false
"#linyanibestfriend",8,false
"#탐라배_거짓말_대전",13,false
"#الرياض_لايف",38,false
"김태희",7,false
"#otratmnlflashbackfriday",26,false
"#私の考えるマクドナルド再建",6,false
"kb at oracare presscon",9,false
"#reasonwhysomeonewouldkillme",6,false
"melissa",10,false
"niall and melissa",41,false
"corey perry",9,false
"hayırlı cumalar",33,false
"alfredo castillo",1,false
"nilmar",1,false
"la u",4,false
"batman vs superman",22,false
"kris bryant",39,false
"san lorenzo",7,false
"#vertigo",11,false
"#unodioeternoa",15,false
"#tanoar",6,false
"#scandal",16,false
"#addblartimproveamovie",22,false
