"hashtag","count","promoted"
"#espntemfinalncaa",1,false
"FelizAniversarioYcaroTavares",3,false
"#ESPNtemFinalNCAA",2,false
"#CQCMecaSuasPalavras",5,false
"I'M SO EXCITED",3,false
"#SrDasTagsDivoFavQSigo",6,false
"Cancel TVD Season 7",3,false
"#AskJack",6,false
"Cris Situando O Casal",1,false
"#fimdalinha",5,false
"Brazil Needs PLL Cast",13,false
"Nina Dobrev",3,false
"#NãoÉOFimRafaelELaís",13,false
"BABY 1 BILHÃO EU FUI",16,false
"Muricy",1,false
"Thiago Ribeiro",5,false
"#DoctorWhonaTVCultura",10,false
"#GabyDesmascarandoABélgica",8,false
"VivaEsseAmorCobrade",3,false
"#MelhorFandomCPCOM",25,false
"AgentDuca",6,false
"Elena Is The Soul Of TVD",28,false
"#AFeiaMaisBelaFinal",15,false
"Mano Brown",30,false
"#KarinaEmTeQueroDeVolta",12,false
"#AUsurpadora006",11,false
"#WeWantAmericanOxygenOnVevo",6,false
"Maxine",1,false
"Muricy Ramalho",1,false
"#ObrigadoPorTudoMuricy",12,false
"Se RBD Voltasse",26,false
"#friendzone",10,false
"#FavQueSDVNestaSegunda",36,false
"TudoQueFazemosEPorVoceMelF",6,false
"#VideoShowAoVivo",11,false
"#TazercraftNoEncontro",1,false
"Jardel",15,false
"#batebolaenxaqueca",5,false
"#HappySiwonDay",4,false
"Kenedy",1,false
"Michelle Obama",21,false
"#BaixaeAuthenticComFatima",10,false
"Thaeme e Thiago",6,false
"#BaixaEAuthenticComFatima",2,false
"Twitter e YouTube",18,false
"NAO QUERO IR PRA ESCOLA HJ",28,false
"#espntembb1",6,false
"FALLTAGAMA",5,false
"Ana Maria",1,false
"Namaria",1,false
"Watford",8,false
"Boro",1,false
"Rodovia Anhanguera",3,false
"#SouHeteroPorque",1,false
"#FernandoNoMaisVoce",22,false
"#PaparazzoTalicks",25,false
"Renato Janine Ribeiro",23,false
"Anhanguera",2,false
"Marco Aurélio Garcia",5,false
"#JamesSKday",8,false
"#CafeComJornal",12,false
"#ViasExpressas",6,false
"#OdeioGaysPorque",29,false
"Band News",7,false
"LIAM PASUBO",56,false
"Amanda",1,false
"#JamesSKDay",4,false
"Liam Pasubo",1,false
"#mcbielnodomingolegal",1,false
"#LuanSantanaNaHoraDoFaro",2,false
"Ciely",10,false
"André e Fernanda",4,false
"#espntemsurf",4,false
"NÃO CONSIGO DORMIR",26,false
"Filipe Toledo",3,false
"Leo Dias",12,false
"César Lima",7,false
"Só 78%",1,false
"Esse TUF",1,false
"Cézar Lima",1,false
"CRUSH AGORA",20,false
"Fly - Cabelos de Algodão",2,false
"Fantástico",5,false
"#ConexaoReporter",16,false
"Aline",11,false
"Ana Lu",4,false
"Friburguense",1,false
"Shogun",3,false
"Cuba",9,false
"Matheus Nicolau",12,false
"Anderson Silva",13,false
"#CezarCampeao",19,false
"#MasterDragEdu",12,false
"#FodaseOTedioFavQTeSigo",29,false
"#batepapobbb",24,false
"#TUFBrasil",17,false
